2.95,76
2.11,67
3.43,79
1.94,66
1.70,65
4.28,96
2.03,67
3.17,82
3.48,78
2.51,72
2.9,70
2.95,77
2.67,74
2.6,74
2.71, 72
2.844,79.7
2.74,78.97
2.24,72.25
1.73,67.18
1.46,65
